source,time_period,geo_strat,geo_label,sex_strat,sex_label,age_strat,age_label,abm_strat,abm_label,ppop_strat,ppop_label,domain,measure_raw,measure_gfs,measure_unit,ind_strat,ind_label,est,error_type,error,lci,uci,releasability,number
abs,1996,state,Queensland,sex_03,Females,all_01,All,all_01,All,all_01,All,death,crude death rates,deaths,crude rate (per 1000),abs's data explorer deaths,crude death rates,6.1,NA,NA,NA,NA,yes,1647953
abs,1997,state,Queensland,sex_03,Females,all_01,All,all_01,All,all_01,All,death,crude death rates,deaths,crude rate (per 1000),abs's data explorer deaths,crude death rates,6,NA,NA,NA,NA,yes,1676448
abs,1998,state,Queensland,sex_03,Females,all_01,All,all_01,All,all_01,All,death,crude death rates,deaths,crude rate (per 1000),abs's data explorer deaths,crude death rates,5.9,NA,NA,NA,NA,yes,1703200
abs,1999,state,Queensland,sex_03,Females,all_01,All,all_01,All,all_01,All,death,crude death rates,deaths,crude rate (per 1000),abs's data explorer deaths,crude death rates,6.2,NA,NA,NA,NA,yes,1729892
abs,2000,state,Queensland,sex_03,Females,all_01,All,all_01,All,all_01,All,death,crude death rates,deaths,crude rate (per 1000),abs's data explorer deaths,crude death rates,5.9,NA,NA,NA,NA,yes,1759904
abs,2001,state,Queensland,sex_03,Females,all_01,All,all_01,All,all_01,All,death,crude death rates,deaths,crude rate (per 1000),abs's data explorer deaths,crude death rates,5.9,NA,NA,NA,NA,yes,1793684
abs,2002,state,Queensland,sex_03,Females,all_01,All,all_01,All,all_01,All,death,crude death rates,deaths,crude rate (per 1000),abs's data explorer deaths,crude death rates,6.2,NA,NA,NA,NA,yes,1832239
abs,2003,state,Queensland,sex_03,Females,all_01,All,all_01,All,all_01,All,death,crude death rates,deaths,crude rate (per 1000),abs's data explorer deaths,crude death rates,5.8,NA,NA,NA,NA,yes,1878110
abs,2004,state,Queensland,sex_03,Females,all_01,All,all_01,All,all_01,All,death,crude death rates,deaths,crude rate (per 1000),abs's data explorer deaths,crude death rates,6,NA,NA,NA,NA,yes,1920749
abs,2005,state,Queensland,sex_03,Females,all_01,All,all_01,All,all_01,All,death,crude death rates,deaths,crude rate (per 1000),abs's data explorer deaths,crude death rates,5.7,NA,NA,NA,NA,yes,1964301
abs,2006,state,Queensland,sex_03,Females,all_01,All,all_01,All,all_01,All,death,crude death rates,deaths,crude rate (per 1000),abs's data explorer deaths,crude death rates,5.7,NA,NA,NA,NA,yes,2008134
abs,2007,state,Queensland,sex_03,Females,all_01,All,all_01,All,all_01,All,death,crude death rates,deaths,crude rate (per 1000),abs's data explorer deaths,crude death rates,5.9,NA,NA,NA,NA,yes,2058695
abs,2008,state,Queensland,sex_03,Females,all_01,All,all_01,All,all_01,All,death,crude death rates,deaths,crude rate (per 1000),abs's data explorer deaths,crude death rates,6.1,NA,NA,NA,NA,yes,2112221
abs,2009,state,Queensland,sex_03,Females,all_01,All,all_01,All,all_01,All,death,crude death rates,deaths,crude rate (per 1000),abs's data explorer deaths,crude death rates,5.7,NA,NA,NA,NA,yes,2166044
abs,2010,state,Queensland,sex_03,Females,all_01,All,all_01,All,all_01,All,death,crude death rates,deaths,crude rate (per 1000),abs's data explorer deaths,crude death rates,5.9,NA,NA,NA,NA,yes,2205341
abs,2011,state,Queensland,sex_03,Females,all_01,All,all_01,All,all_01,All,death,crude death rates,deaths,crude rate (per 1000),abs's data explorer deaths,crude death rates,5.8,NA,NA,NA,NA,yes,2242819
abs,2012,state,Queensland,sex_03,Females,all_01,All,all_01,All,all_01,All,death,crude death rates,deaths,crude rate (per 1000),abs's data explorer deaths,crude death rates,5.9,NA,NA,NA,NA,yes,2290058
abs,2013,state,Queensland,sex_03,Females,all_01,All,all_01,All,all_01,All,death,crude death rates,deaths,crude rate (per 1000),abs's data explorer deaths,crude death rates,5.6,NA,NA,NA,NA,yes,2333557
abs,2014,state,Queensland,sex_03,Females,all_01,All,all_01,All,all_01,All,death,crude death rates,deaths,crude rate (per 1000),abs's data explorer deaths,crude death rates,5.745,NA,NA,NA,NA,yes,2370090
abs,2015,state,Queensland,sex_03,Females,all_01,All,all_01,All,all_01,All,death,crude death rates,deaths,crude rate (per 1000),abs's data explorer deaths,crude death rates,5.922,NA,NA,NA,NA,yes,2403253
abs,2016,state,Queensland,sex_03,Females,all_01,All,all_01,All,all_01,All,death,crude death rates,deaths,crude rate (per 1000),abs's data explorer deaths,crude death rates,5.665,NA,NA,NA,NA,yes,2441979
abs,2017,state,Queensland,sex_03,Females,all_01,All,all_01,All,all_01,All,death,crude death rates,deaths,crude rate (per 1000),abs's data explorer deaths,crude death rates,6.004,NA,NA,NA,NA,yes,2483230
abs,2018,state,Queensland,sex_03,Females,all_01,All,all_01,All,all_01,All,death,crude death rates,deaths,crude rate (per 1000),abs's data explorer deaths,crude death rates,5.659,NA,NA,NA,NA,yes,2525615
abs,2019,state,Queensland,sex_03,Females,all_01,All,all_01,All,all_01,All,death,crude death rates,deaths,crude rate (per 1000),abs's data explorer deaths,crude death rates,5.926,NA,NA,NA,NA,yes,2567514
abs,2020,state,Queensland,sex_03,Females,all_01,All,all_01,All,all_01,All,death,crude death rates,deaths,crude rate (per 1000),abs's data explorer deaths,crude death rates,5.552,NA,NA,NA,NA,yes,2607075
abs,2021,state,Queensland,sex_03,Females,all_01,All,all_01,All,all_01,All,death,crude death rates,deaths,crude rate (per 1000),abs's data explorer deaths,crude death rates,6.019,NA,NA,NA,NA,yes,2630271
abs,2022,state,Queensland,sex_03,Females,all_01,All,all_01,All,all_01,All,death,crude death rates,deaths,crude rate (per 1000),abs's data explorer deaths,crude death rates,6.569,NA,NA,NA,NA,yes,2684708
abs,2023,state,Queensland,sex_03,Females,all_01,All,all_01,All,all_01,All,death,crude death rates,deaths,crude rate (per 1000),abs's data explorer deaths,crude death rates,6.166,NA,NA,NA,NA,yes,2755455
abs,2024,state,Queensland,sex_03,Females,all_01,All,all_01,All,all_01,All,death,crude death rates,deaths,crude rate (per 1000),abs's data explorer deaths,crude death rates,6.433,NA,NA,NA,NA,yes,2819879
